target,slice_point,oversampled,clf,reg0,reg1,reg2,reg0_is_post,reg1_is_post,reg2_is_post,mae,amae
1,0.5,True,RandomForest,HistGradientBoosting,HistGradientBoosting,HistGradientBoosting,False,False,False,1.042039356541293,4236.26294697701
1,0.5,True,RandomForest,HistGradientBoosting,HistGradientBoosting,HistGradientBoosting,False,False,True,0.7971318075163092,4643.593584213819
1,0.5,True,RandomForest,HistGradientBoosting,HistGradientBoosting,HistGradientBoosting,False,True,False,1.7918469968485802,4193.458927736424
1,0.5,True,RandomForest,HistGradientBoosting,HistGradientBoosting,HistGradientBoosting,False,True,True,1.5469394478235965,4600.789564973233
1,0.5,True,RandomForest,HistGradientBoosting,HistGradientBoosting,HistGradientBoosting,True,False,False,1.1174373983279893,4236.252184671044
1,0.5,True,RandomForest,HistGradientBoosting,HistGradientBoosting,HistGradientBoosting,True,False,True,0.8725298493030054,4643.582821907854
1,0.5,True,RandomForest,HistGradientBoosting,HistGradientBoosting,HistGradientBoosting,True,True,False,1.8672450386352764,4193.448165430459
1,0.5,True,RandomForest,HistGradientBoosting,HistGradientBoosting,HistGradientBoosting,True,True,True,1.6223374896102924,4600.778802667267
1,0.5,True,RandomForest,HistGradientBoosting,HistGradientBoosting,RandomForest,False,False,False,1.2361909816017644,3957.7452504437088
1,0.5,True,RandomForest,HistGradientBoosting,HistGradientBoosting,RandomForest,False,False,True,0.928025974635122,4390.058141217069
1,0.5,True,RandomForest,HistGradientBoosting,HistGradientBoosting,RandomForest,False,True,False,2.153806493757966,3910.5197289840276
1,0.5,True,RandomForest,HistGradientBoosting,HistGradientBoosting,RandomForest,False,True,True,1.8456414867913231,4342.832619757388
1,0.5,True,RandomForest,HistGradientBoosting,HistGradientBoosting,RandomForest,True,False,False,1.3354896870387647,3957.7288099094167
1,0.5,True,RandomForest,HistGradientBoosting,HistGradientBoosting,RandomForest,True,False,True,1.027324680072122,4390.0417006827765
1,0.5,True,RandomForest,HistGradientBoosting,HistGradientBoosting,RandomForest,True,True,False,2.253105199194966,3910.5032884497355
1,0.5,True,RandomForest,HistGradientBoosting,HistGradientBoosting,RandomForest,True,True,True,1.9449401922283232,4342.816179223096
1,0.5,True,RandomForest,HistGradientBoosting,HistGradientBoosting,XGB,False,False,False,0.8901328424712865,4659.913326294116
1,0.5,True,RandomForest,HistGradientBoosting,HistGradientBoosting,XGB,False,False,True,0.7015510036691567,5004.122287007933
1,0.5,True,RandomForest,HistGradientBoosting,HistGradientBoosting,XGB,False,True,False,1.4543557895160213,4628.339709035943
1,0.5,True,RandomForest,HistGradientBoosting,HistGradientBoosting,XGB,False,True,True,1.2657739507138916,4972.54866974976
1,0.5,True,RandomForest,HistGradientBoosting,HistGradientBoosting,XGB,True,False,False,0.928861976034008,4659.908991970858
1,0.5,True,RandomForest,HistGradientBoosting,HistGradientBoosting,XGB,True,False,True,0.740280137231878,5004.117952684675
1,0.5,True,RandomForest,HistGradientBoosting,HistGradientBoosting,XGB,True,True,False,1.4930849230787424,4628.335374712685
1,0.5,True,RandomForest,HistGradientBoosting,HistGradientBoosting,XGB,True,True,True,1.3045030842766128,4972.544335426502
1,0.5,True,RandomForest,HistGradientBoosting,RandomForest,HistGradientBoosting,False,False,False,1.042084682211974,4236.233753900175
