target,slice_point,oversampled,clf,reg0,reg1,reg2,reg0_is_post,reg1_is_post,reg2_is_post,mae,amae
1,1.0,True,XGB,HistGradientBoosting,HistGradientBoosting,HistGradientBoosting,False,False,False,0.9615970799146899,4233.873075207901
1,1.0,True,XGB,HistGradientBoosting,HistGradientBoosting,HistGradientBoosting,False,False,True,0.8260042891006288,4275.361630856514
1,1.0,True,XGB,HistGradientBoosting,HistGradientBoosting,HistGradientBoosting,False,True,False,1.3145649596595963,4199.014902721031
1,1.0,True,XGB,HistGradientBoosting,HistGradientBoosting,HistGradientBoosting,False,True,True,1.1789721688455352,4240.503458369643
1,1.0,True,XGB,HistGradientBoosting,HistGradientBoosting,HistGradientBoosting,True,False,False,0.9668823614727935,4233.8645672041675
1,1.0,True,XGB,HistGradientBoosting,HistGradientBoosting,HistGradientBoosting,True,False,True,0.8312895706587324,4275.35312285278
1,1.0,True,XGB,HistGradientBoosting,HistGradientBoosting,HistGradientBoosting,True,True,False,1.3198502412176996,4199.006394717296
1,1.0,True,XGB,HistGradientBoosting,HistGradientBoosting,HistGradientBoosting,True,True,True,1.1842574504036385,4240.494950365908
1,1.0,True,XGB,HistGradientBoosting,HistGradientBoosting,RandomForest,False,False,False,1.118691669017636,3965.4988823958806
1,1.0,True,XGB,HistGradientBoosting,HistGradientBoosting,RandomForest,False,False,True,0.9468405623472954,4009.9036383463435
1,1.0,True,XGB,HistGradientBoosting,HistGradientBoosting,RandomForest,False,True,False,1.5385721965943842,3926.435852427542
1,1.0,True,XGB,HistGradientBoosting,HistGradientBoosting,RandomForest,False,True,True,1.3667210899240432,3970.8406083780064
1,1.0,True,XGB,HistGradientBoosting,HistGradientBoosting,RandomForest,True,False,False,1.1263146080316095,3965.4873740882254
1,1.0,True,XGB,HistGradientBoosting,HistGradientBoosting,RandomForest,True,False,True,0.9544635013612689,4009.892130038689
1,1.0,True,XGB,HistGradientBoosting,HistGradientBoosting,RandomForest,True,True,False,1.5461951356083574,3926.424344119887
1,1.0,True,XGB,HistGradientBoosting,HistGradientBoosting,RandomForest,True,True,True,1.3743440289380169,3970.8291000703516
1,1.0,True,XGB,HistGradientBoosting,HistGradientBoosting,XGB,False,False,False,0.8304151960186404,4660.995764381642
1,1.0,True,XGB,HistGradientBoosting,HistGradientBoosting,XGB,False,False,True,0.725857684516961,4693.22640635883
1,1.0,True,XGB,HistGradientBoosting,HistGradientBoosting,XGB,False,True,False,1.0968995087065678,4634.093825116267
1,1.0,True,XGB,HistGradientBoosting,HistGradientBoosting,XGB,False,True,True,0.9923419972048887,4666.324467093455
1,1.0,True,XGB,HistGradientBoosting,HistGradientBoosting,XGB,True,False,False,0.8338300384877794,4660.98956099354
1,1.0,True,XGB,HistGradientBoosting,HistGradientBoosting,XGB,True,False,True,0.7292725269861,4693.220202970727
1,1.0,True,XGB,HistGradientBoosting,HistGradientBoosting,XGB,True,True,False,1.100314351175707,4634.087621728164
1,1.0,True,XGB,HistGradientBoosting,HistGradientBoosting,XGB,True,True,True,0.9957568396740275,4666.3182637053515
1,1.0,True,XGB,HistGradientBoosting,RandomForest,HistGradientBoosting,False,False,False,0.9617698317657088,4233.913083334643
1,1.0,True,XGB,HistGradientBoosting,RandomForest,HistGradientBoosting,False,False,True,0.8261292935982435,4275.411843834306
1,1.0,True,XGB,HistGradientBoosting,RandomForest,HistGradientBoosting,False,True,False,1.314718296687903,4199.038554861233
1,1.0,True,XGB,HistGradientBoosting,RandomForest,HistGradientBoosting,False,True,True,1.1790777585204375,4240.537315360896
1,1.0,True,XGB,HistGradientBoosting,RandomForest,HistGradientBoosting,True,False,False,0.9670686138599571,4233.90462157453
1,1.0,True,XGB,HistGradientBoosting,RandomForest,HistGradientBoosting,True,False,True,0.8314280756924918,4275.403382074193
1,1.0,True,XGB,HistGradientBoosting,RandomForest,HistGradientBoosting,True,True,False,1.320017078782151,4199.030093101121
1,1.0,True,XGB,HistGradientBoosting,RandomForest,HistGradientBoosting,True,True,True,1.1843765406146856,4240.528853600784
1,1.0,True,XGB,HistGradientBoosting,RandomForest,RandomForest,False,False,False,1.118864420868655,3965.5388905226214
1,1.0,True,XGB,HistGradientBoosting,RandomForest,RandomForest,False,False,True,0.9469639517279869,4009.9538578630954
1,1.0,True,XGB,HistGradientBoosting,RandomForest,RandomForest,False,True,False,1.5387392189023321,3926.459617687155
1,1.0,True,XGB,HistGradientBoosting,RandomForest,RandomForest,False,True,True,1.3668387497616639,3970.8745850276296
1,1.0,True,XGB,HistGradientBoosting,RandomForest,RandomForest,True,False,False,1.1265010557734028,3965.5274282619725
1,1.0,True,XGB,HistGradientBoosting,RandomForest,RandomForest,True,False,True,0.9546005866327346,4009.942395602446
1,1.0,True,XGB,HistGradientBoosting,RandomForest,RandomForest,True,True,False,1.5463758538070798,3926.448155426506
1,1.0,True,XGB,HistGradientBoosting,RandomForest,RandomForest,True,True,True,1.3744753846664117,3970.8631227669807
1,1.0,True,XGB,HistGradientBoosting,RandomForest,XGB,False,False,False,0.8305879478696595,4661.035772508384
1,1.0,True,XGB,HistGradientBoosting,RandomForest,XGB,False,False,True,0.7259884016262224,4693.277016408242
1,1.0,True,XGB,HistGradientBoosting,RandomForest,XGB,False,True,False,1.097037561966057,4634.117679688368
1,1.0,True,XGB,HistGradientBoosting,RandomForest,XGB,False,True,True,0.9924380157226201,4666.358923588227
1,1.0,True,XGB,HistGradientBoosting,RandomForest,XGB,True,False,False,0.8340154014913606,4661.029615375497
1,1.0,True,XGB,HistGradientBoosting,RandomForest,XGB,True,False,True,0.7294158552479237,4693.270859275354
1,1.0,True,XGB,HistGradientBoosting,RandomForest,XGB,True,True,False,1.1004650155877582,4634.111522555482
1,1.0,True,XGB,HistGradientBoosting,RandomForest,XGB,True,True,True,0.9958654693443212,4666.352766455339
1,1.0,True,XGB,HistGradientBoosting,XGB,HistGradientBoosting,False,False,False,0.9617443048631489,4233.836793596234
1,1.0,True,XGB,HistGradientBoosting,XGB,HistGradientBoosting,False,False,True,0.8261765824640107,4275.312563528959
1,1.0,True,XGB,HistGradientBoosting,XGB,HistGradientBoosting,False,True,False,1.3146029783640498,4198.989189059218
1,1.0,True,XGB,HistGradientBoosting,XGB,HistGradientBoosting,False,True,True,1.1790352559649118,4240.464958991943
1,1.0,True,XGB,HistGradientBoosting,XGB,HistGradientBoosting,True,False,False,0.96702463544245,4233.828069406985
1,1.0,True,XGB,HistGradientBoosting,XGB,HistGradientBoosting,True,False,True,0.8314569130433118,4275.303839339709
1,1.0,True,XGB,HistGradientBoosting,XGB,HistGradientBoosting,True,True,False,1.319883308943351,4198.980464869968
1,1.0,True,XGB,HistGradientBoosting,XGB,HistGradientBoosting,True,True,True,1.1843155865442128,4240.456234802694
1,1.0,True,XGB,HistGradientBoosting,XGB,RandomForest,False,False,False,1.118838893966095,3965.462600784213
1,1.0,True,XGB,HistGradientBoosting,XGB,RandomForest,False,False,True,0.9470136518097743,4009.85558336743
1,1.0,True,XGB,HistGradientBoosting,XGB,RandomForest,False,True,False,1.5386047142562793,3926.410322196551
1,1.0,True,XGB,HistGradientBoosting,XGB,RandomForest,False,True,True,1.3667794720999584,3970.8033047797676
1,1.0,True,XGB,HistGradientBoosting,XGB,RandomForest,True,False,False,1.1264560230683789,3965.450876184153
1,1.0,True,XGB,HistGradientBoosting,XGB,RandomForest,True,False,True,0.9546307809120583,4009.843858767369
1,1.0,True,XGB,HistGradientBoosting,XGB,RandomForest,True,True,False,1.546221843358563,3926.3985975964897
1,1.0,True,XGB,HistGradientBoosting,XGB,RandomForest,True,True,True,1.3743966012022426,3970.7915801797067
1,1.0,True,XGB,HistGradientBoosting,XGB,XGB,False,False,False,0.8305624209670993,4660.959482769977
1,1.0,True,XGB,HistGradientBoosting,XGB,XGB,False,False,True,0.726023878314126,4693.176180451962
1,1.0,True,XGB,HistGradientBoosting,XGB,XGB,False,True,False,1.0969488140706771,4634.067685541478
1,1.0,True,XGB,HistGradientBoosting,XGB,XGB,False,True,True,0.9924102714177035,4666.284383223465
1,1.0,True,XGB,HistGradientBoosting,XGB,XGB,True,False,False,0.8339727547926317,4660.953062876004
1,1.0,True,XGB,HistGradientBoosting,XGB,XGB,True,False,True,0.7294342121396584,4693.169760557991
1,1.0,True,XGB,HistGradientBoosting,XGB,XGB,True,True,False,1.1003591478962091,4634.061265647506
1,1.0,True,XGB,HistGradientBoosting,XGB,XGB,True,True,True,0.995820605243236,4666.277963329493
1,1.0,True,XGB,RandomForest,HistGradientBoosting,HistGradientBoosting,False,False,False,0.9615970799146899,4233.873075207901
1,1.0,True,XGB,RandomForest,HistGradientBoosting,HistGradientBoosting,False,False,True,0.8260042891006288,4275.361630856514
1,1.0,True,XGB,RandomForest,HistGradientBoosting,HistGradientBoosting,False,True,False,1.3145649596595963,4199.014902721031
1,1.0,True,XGB,RandomForest,HistGradientBoosting,HistGradientBoosting,False,True,True,1.1789721688455352,4240.503458369643
1,1.0,True,XGB,RandomForest,HistGradientBoosting,HistGradientBoosting,True,False,False,0.9668823614727935,4233.8645672041675
1,1.0,True,XGB,RandomForest,HistGradientBoosting,HistGradientBoosting,True,False,True,0.8312895706587324,4275.35312285278
1,1.0,True,XGB,RandomForest,HistGradientBoosting,HistGradientBoosting,True,True,False,1.3198502412176996,4199.006394717296
1,1.0,True,XGB,RandomForest,HistGradientBoosting,HistGradientBoosting,True,True,True,1.1842574504036385,4240.494950365908
1,1.0,True,XGB,RandomForest,HistGradientBoosting,RandomForest,False,False,False,1.118691669017636,3965.4988823958806
1,1.0,True,XGB,RandomForest,HistGradientBoosting,RandomForest,False,False,True,0.9468405623472954,4009.9036383463435
1,1.0,True,XGB,RandomForest,HistGradientBoosting,RandomForest,False,True,False,1.5385721965943842,3926.435852427542
1,1.0,True,XGB,RandomForest,HistGradientBoosting,RandomForest,False,True,True,1.3667210899240432,3970.8406083780064
1,1.0,True,XGB,RandomForest,HistGradientBoosting,RandomForest,True,False,False,1.1263146080316095,3965.4873740882254
1,1.0,True,XGB,RandomForest,HistGradientBoosting,RandomForest,True,False,True,0.9544635013612689,4009.892130038689
1,1.0,True,XGB,RandomForest,HistGradientBoosting,RandomForest,True,True,False,1.5461951356083574,3926.424344119887
1,1.0,True,XGB,RandomForest,HistGradientBoosting,RandomForest,True,True,True,1.3743440289380169,3970.8291000703516
1,1.0,True,XGB,RandomForest,HistGradientBoosting,XGB,False,False,False,0.8304151960186404,4660.995764381642
1,1.0,True,XGB,RandomForest,HistGradientBoosting,XGB,False,False,True,0.725857684516961,4693.22640635883
1,1.0,True,XGB,RandomForest,HistGradientBoosting,XGB,False,True,False,1.0968995087065678,4634.093825116267
1,1.0,True,XGB,RandomForest,HistGradientBoosting,XGB,False,True,True,0.9923419972048887,4666.324467093455
1,1.0,True,XGB,RandomForest,HistGradientBoosting,XGB,True,False,False,0.8338300384877794,4660.98956099354
1,1.0,True,XGB,RandomForest,HistGradientBoosting,XGB,True,False,True,0.7292725269861,4693.220202970727
1,1.0,True,XGB,RandomForest,HistGradientBoosting,XGB,True,True,False,1.100314351175707,4634.087621728164
1,1.0,True,XGB,RandomForest,HistGradientBoosting,XGB,True,True,True,0.9957568396740275,4666.3182637053515
1,1.0,True,XGB,RandomForest,RandomForest,HistGradientBoosting,False,False,False,0.9617698317657088,4233.913083334643
1,1.0,True,XGB,RandomForest,RandomForest,HistGradientBoosting,False,False,True,0.8261292935982435,4275.411843834306
1,1.0,True,XGB,RandomForest,RandomForest,HistGradientBoosting,False,True,False,1.314718296687903,4199.038554861233
1,1.0,True,XGB,RandomForest,RandomForest,HistGradientBoosting,False,True,True,1.1790777585204375,4240.537315360896
1,1.0,True,XGB,RandomForest,RandomForest,HistGradientBoosting,True,False,False,0.9670686138599571,4233.90462157453
1,1.0,True,XGB,RandomForest,RandomForest,HistGradientBoosting,True,False,True,0.8314280756924918,4275.403382074193
1,1.0,True,XGB,RandomForest,RandomForest,HistGradientBoosting,True,True,False,1.320017078782151,4199.030093101121
1,1.0,True,XGB,RandomForest,RandomForest,HistGradientBoosting,True,True,True,1.1843765406146856,4240.528853600784
1,1.0,True,XGB,RandomForest,RandomForest,RandomForest,False,False,False,1.118864420868655,3965.5388905226214
1,1.0,True,XGB,RandomForest,RandomForest,RandomForest,False,False,True,0.9469639517279869,4009.9538578630954
1,1.0,True,XGB,RandomForest,RandomForest,RandomForest,False,True,False,1.5387392189023321,3926.459617687155
1,1.0,True,XGB,RandomForest,RandomForest,RandomForest,False,True,True,1.3668387497616639,3970.8745850276296
1,1.0,True,XGB,RandomForest,RandomForest,RandomForest,True,False,False,1.1265010557734028,3965.5274282619725
1,1.0,True,XGB,RandomForest,RandomForest,RandomForest,True,False,True,0.9546005866327346,4009.942395602446
1,1.0,True,XGB,RandomForest,RandomForest,RandomForest,True,True,False,1.5463758538070798,3926.448155426506
1,1.0,True,XGB,RandomForest,RandomForest,RandomForest,True,True,True,1.3744753846664117,3970.8631227669807
1,1.0,True,XGB,RandomForest,RandomForest,XGB,False,False,False,0.8305879478696595,4661.035772508384
1,1.0,True,XGB,RandomForest,RandomForest,XGB,False,False,True,0.7259884016262224,4693.277016408242
1,1.0,True,XGB,RandomForest,RandomForest,XGB,False,True,False,1.097037561966057,4634.117679688368
1,1.0,True,XGB,RandomForest,RandomForest,XGB,False,True,True,0.9924380157226201,4666.358923588227
1,1.0,True,XGB,RandomForest,RandomForest,XGB,True,False,False,0.8340154014913606,4661.029615375497
1,1.0,True,XGB,RandomForest,RandomForest,XGB,True,False,True,0.7294158552479237,4693.270859275354
1,1.0,True,XGB,RandomForest,RandomForest,XGB,True,True,False,1.1004650155877582,4634.111522555482
1,1.0,True,XGB,RandomForest,RandomForest,XGB,True,True,True,0.9958654693443212,4666.352766455339
1,1.0,True,XGB,RandomForest,XGB,HistGradientBoosting,False,False,False,0.9617443048631489,4233.836793596234
1,1.0,True,XGB,RandomForest,XGB,HistGradientBoosting,False,False,True,0.8261765824640107,4275.312563528959
1,1.0,True,XGB,RandomForest,XGB,HistGradientBoosting,False,True,False,1.3146029783640498,4198.989189059218
1,1.0,True,XGB,RandomForest,XGB,HistGradientBoosting,False,True,True,1.1790352559649118,4240.464958991943
1,1.0,True,XGB,RandomForest,XGB,HistGradientBoosting,True,False,False,0.96702463544245,4233.828069406985
1,1.0,True,XGB,RandomForest,XGB,HistGradientBoosting,True,False,True,0.8314569130433118,4275.303839339709
1,1.0,True,XGB,RandomForest,XGB,HistGradientBoosting,True,True,False,1.319883308943351,4198.980464869968
1,1.0,True,XGB,RandomForest,XGB,HistGradientBoosting,True,True,True,1.1843155865442128,4240.456234802694
1,1.0,True,XGB,RandomForest,XGB,RandomForest,False,False,False,1.118838893966095,3965.462600784213
1,1.0,True,XGB,RandomForest,XGB,RandomForest,False,False,True,0.9470136518097743,4009.85558336743
1,1.0,True,XGB,RandomForest,XGB,RandomForest,False,True,False,1.5386047142562793,3926.410322196551
1,1.0,True,XGB,RandomForest,XGB,RandomForest,False,True,True,1.3667794720999584,3970.8033047797676
1,1.0,True,XGB,RandomForest,XGB,RandomForest,True,False,False,1.1264560230683789,3965.450876184153
1,1.0,True,XGB,RandomForest,XGB,RandomForest,True,False,True,0.9546307809120583,4009.843858767369
1,1.0,True,XGB,RandomForest,XGB,RandomForest,True,True,False,1.546221843358563,3926.3985975964897
1,1.0,True,XGB,RandomForest,XGB,RandomForest,True,True,True,1.3743966012022426,3970.7915801797067
1,1.0,True,XGB,RandomForest,XGB,XGB,False,False,False,0.8305624209670993,4660.959482769977
1,1.0,True,XGB,RandomForest,XGB,XGB,False,False,True,0.726023878314126,4693.176180451962
1,1.0,True,XGB,RandomForest,XGB,XGB,False,True,False,1.0969488140706771,4634.067685541478
1,1.0,True,XGB,RandomForest,XGB,XGB,False,True,True,0.9924102714177035,4666.284383223465
1,1.0,True,XGB,RandomForest,XGB,XGB,True,False,False,0.8339727547926317,4660.953062876004
1,1.0,True,XGB,RandomForest,XGB,XGB,True,False,True,0.7294342121396584,4693.169760557991
1,1.0,True,XGB,RandomForest,XGB,XGB,True,True,False,1.1003591478962091,4634.061265647506
1,1.0,True,XGB,RandomForest,XGB,XGB,True,True,True,0.995820605243236,4666.277963329493
1,1.0,True,XGB,XGB,HistGradientBoosting,HistGradientBoosting,False,False,False,0.9615970799146899,4233.873075207901
1,1.0,True,XGB,XGB,HistGradientBoosting,HistGradientBoosting,False,False,True,0.8260042891006288,4275.361630856514
1,1.0,True,XGB,XGB,HistGradientBoosting,HistGradientBoosting,False,True,False,1.3145649596595963,4199.014902721031
1,1.0,True,XGB,XGB,HistGradientBoosting,HistGradientBoosting,False,True,True,1.1789721688455352,4240.503458369643
1,1.0,True,XGB,XGB,HistGradientBoosting,HistGradientBoosting,True,False,False,0.9668823614727935,4233.8645672041675
1,1.0,True,XGB,XGB,HistGradientBoosting,HistGradientBoosting,True,False,True,0.8312895706587324,4275.35312285278
1,1.0,True,XGB,XGB,HistGradientBoosting,HistGradientBoosting,True,True,False,1.3198502412177,4199.006394717296
1,1.0,True,XGB,XGB,HistGradientBoosting,HistGradientBoosting,True,True,True,1.184257450403639,4240.494950365908
1,1.0,True,XGB,XGB,HistGradientBoosting,RandomForest,False,False,False,1.118691669017636,3965.4988823958806
1,1.0,True,XGB,XGB,HistGradientBoosting,RandomForest,False,False,True,0.9468405623472954,4009.9036383463435
1,1.0,True,XGB,XGB,HistGradientBoosting,RandomForest,False,True,False,1.5385721965943842,3926.435852427542
1,1.0,True,XGB,XGB,HistGradientBoosting,RandomForest,False,True,True,1.3667210899240432,3970.8406083780064
1,1.0,True,XGB,XGB,HistGradientBoosting,RandomForest,True,False,False,1.1263146080316095,3965.4873740882254
1,1.0,True,XGB,XGB,HistGradientBoosting,RandomForest,True,False,True,0.954463501361269,4009.892130038689
1,1.0,True,XGB,XGB,HistGradientBoosting,RandomForest,True,True,False,1.5461951356083579,3926.424344119887
1,1.0,True,XGB,XGB,HistGradientBoosting,RandomForest,True,True,True,1.3743440289380169,3970.8291000703516
1,1.0,True,XGB,XGB,HistGradientBoosting,XGB,False,False,False,0.8304151960186406,4660.995764381642
1,1.0,True,XGB,XGB,HistGradientBoosting,XGB,False,False,True,0.725857684516961,4693.22640635883
1,1.0,True,XGB,XGB,HistGradientBoosting,XGB,False,True,False,1.0968995087065678,4634.093825116267
1,1.0,True,XGB,XGB,HistGradientBoosting,XGB,False,True,True,0.9923419972048887,4666.324467093455
1,1.0,True,XGB,XGB,HistGradientBoosting,XGB,True,False,False,0.8338300384877795,4660.98956099354
1,1.0,True,XGB,XGB,HistGradientBoosting,XGB,True,False,True,0.7292725269861,4693.220202970727
1,1.0,True,XGB,XGB,HistGradientBoosting,XGB,True,True,False,1.100314351175707,4634.087621728164
1,1.0,True,XGB,XGB,HistGradientBoosting,XGB,True,True,True,0.9957568396740275,4666.3182637053515
1,1.0,True,XGB,XGB,RandomForest,HistGradientBoosting,False,False,False,0.9617698317657092,4233.913083334643
1,1.0,True,XGB,XGB,RandomForest,HistGradientBoosting,False,False,True,0.8261292935982437,4275.411843834306
1,1.0,True,XGB,XGB,RandomForest,HistGradientBoosting,False,True,False,1.314718296687903,4199.038554861233
1,1.0,True,XGB,XGB,RandomForest,HistGradientBoosting,False,True,True,1.1790777585204375,4240.537315360896
1,1.0,True,XGB,XGB,RandomForest,HistGradientBoosting,True,False,False,0.9670686138599571,4233.90462157453
1,1.0,True,XGB,XGB,RandomForest,HistGradientBoosting,True,False,True,0.8314280756924918,4275.403382074193
1,1.0,True,XGB,XGB,RandomForest,HistGradientBoosting,True,True,False,1.320017078782151,4199.030093101121
1,1.0,True,XGB,XGB,RandomForest,HistGradientBoosting,True,True,True,1.1843765406146856,4240.528853600784
1,1.0,True,XGB,XGB,RandomForest,RandomForest,False,False,False,1.118864420868655,3965.5388905226214
1,1.0,True,XGB,XGB,RandomForest,RandomForest,False,False,True,0.9469639517279869,4009.9538578630954
1,1.0,True,XGB,XGB,RandomForest,RandomForest,False,True,False,1.5387392189023321,3926.459617687155
1,1.0,True,XGB,XGB,RandomForest,RandomForest,False,True,True,1.3668387497616639,3970.8745850276296
1,1.0,True,XGB,XGB,RandomForest,RandomForest,True,False,False,1.1265010557734028,3965.5274282619725
1,1.0,True,XGB,XGB,RandomForest,RandomForest,True,False,True,0.9546005866327346,4009.942395602446
1,1.0,True,XGB,XGB,RandomForest,RandomForest,True,True,False,1.5463758538070798,3926.448155426506
1,1.0,True,XGB,XGB,RandomForest,RandomForest,True,True,True,1.3744753846664117,3970.8631227669807
1,1.0,True,XGB,XGB,RandomForest,XGB,False,False,False,0.8305879478696595,4661.035772508384
1,1.0,True,XGB,XGB,RandomForest,XGB,False,False,True,0.7259884016262225,4693.277016408242
1,1.0,True,XGB,XGB,RandomForest,XGB,False,True,False,1.097037561966057,4634.117679688368
1,1.0,True,XGB,XGB,RandomForest,XGB,False,True,True,0.9924380157226201,4666.358923588227
1,1.0,True,XGB,XGB,RandomForest,XGB,True,False,False,0.8340154014913606,4661.029615375497
1,1.0,True,XGB,XGB,RandomForest,XGB,True,False,True,0.7294158552479237,4693.270859275354
1,1.0,True,XGB,XGB,RandomForest,XGB,True,True,False,1.1004650155877582,4634.111522555482
1,1.0,True,XGB,XGB,RandomForest,XGB,True,True,True,0.9958654693443212,4666.352766455339
1,1.0,True,XGB,XGB,XGB,HistGradientBoosting,False,False,False,0.9617443048631489,4233.836793596234
1,1.0,True,XGB,XGB,XGB,HistGradientBoosting,False,False,True,0.8261765824640107,4275.312563528959
